rank,client_hash_id,content_hash_id,predicted_decline_prob,baseline_score,content_archetype,recommended_action,priority_tier,effort_hours_assumption,safety_guardrail,gsc_impressions_apr,gsc_clicks_apr,gsc_avg_position_apr,ga4_pageviews_apr,reason_codes
3629,client_86ebc2f12c01f586,content_2c912590020febc0,0.5584489603281532,1.1666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1095.0,12.0,7.646140699232316,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3630,client_08a6a72ff48e62c0,content_73b1f1f54b0255b9,0.5584387993577236,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,12199.0,20.0,5.462393738886925,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3631,client_08a6a72ff48e62c0,content_428b7a72506b7dee,0.5584334052278936,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3511.0,23.0,3.5754408719305406,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3632,client_08a6a72ff48e62c0,content_3040436bfa99c8a9,0.5584267483061766,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5154.0,20.0,5.06984943511829,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3633,client_08a6a72ff48e62c0,content_fea093bcbced3932,0.5584103789054531,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2105.0,15.0,6.499045342864734,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3634,client_20259bd6705d81d4,content_417f0e6ac3158a1e,0.5583333117448853,2.066666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1298.0,10.0,12.979393898687968,12.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
3635,client_62f4a7e64f5e0096,content_d2c4fb4283df4bfa,0.5583186138405468,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,14060.0,21.0,5.2197716077580845,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3636,client_62f4a7e64f5e0096,content_b40536808c60d9d5,0.558312696090274,1.0333333333333334,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1156.0,18.0,5.272813856399948,0.0,HIGH_MODEL_DECLINE_RISK | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3637,client_73cda7b4e4f265ea,content_a498329f9f675e20,0.5582808600371192,1.6333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4976.0,12.0,8.996468325097794,16.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3638,client_62f4a7e64f5e0096,content_126895bb89211dd3,0.5582803462714779,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10343.0,28.0,2.4212283004450206,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3639,client_23a62021009f63c4,content_83eecb9d1c7085aa,0.5582787227393223,2.7,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2977.0,37.0,24.65923888717701,153.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
3640,client_23a62021009f63c4,content_71b2bedbda48b7c2,0.5582604510240412,2.6,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9466.0,25.0,28.487979345855603,69.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
3641,client_3f0ce4d44fe94f3d,content_4f8e4dd576f35d36,0.5582293548640301,1.1666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1217.0,28.0,4.144240478958285,22.0,HIGH_MODEL_DECLINE_RISK
3642,client_73cda7b4e4f265ea,content_aa8aa4d8e21c3cfe,0.5581877610970203,1.4333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10618.0,10.0,9.110685054297381,11.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3643,client_a80fca3f171ed1de,content_7d5e89e6e48f55dd,0.5581579757346613,1.6666666666666667,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,70673.0,84.0,6.213034815085217,42.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
3644,client_62f4a7e64f5e0096,content_cc5875a596b252d0,0.5581406991783558,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3487.0,27.0,2.445995706144975,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3645,client_62f4a7e64f5e0096,content_68b636ec430c4f42,0.5581355402889646,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,15977.0,20.0,5.619071915681412,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3646,client_62f4a7e64f5e0096,content_3112381826381def,0.5580810416677199,1.0666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,16426.0,17.0,7.086491791267428,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3647,client_e547b89c05043229,content_0f537339d76d5af5,0.5580600776079259,1.4,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2392.0,13.0,7.347378133473183,12.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3648,client_20259bd6705d81d4,content_70a8116ef005422f,0.5580526028637006,1.9666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1288.0,10.0,11.688117347096227,14.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3649,client_62f4a7e64f5e0096,content_9b30ffd2b959685a,0.5580447162244748,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5804.0,19.0,5.6155085428630365,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3650,client_23a62021009f63c4,content_a423282ec276d8ca,0.5580381476850875,2.9,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,35612.0,46.0,30.497168331536432,133.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
3651,client_62f4a7e64f5e0096,content_1ea998485484cdf9,0.5580048013875962,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4814.0,17.0,6.213917113236918,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3652,client_e547b89c05043229,content_ecd70a1eb60c1292,0.5579981136212907,2.7333333333333334,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,19267.0,58.0,15.775641741208549,58.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
3653,client_20259bd6705d81d4,content_dfbc1b6a0f68e28c,0.5579869069394658,2.6333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11590.0,29.0,19.74192711350413,50.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
3654,client_62f4a7e64f5e0096,content_6ebfd98804b56b62,0.557946951740997,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,12313.0,19.0,5.959342419633112,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3655,client_62f4a7e64f5e0096,content_3974529435c8bda0,0.5579026653920708,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4265.0,16.0,6.959491342880152,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3656,client_20259bd6705d81d4,content_f7f9eafc05e7095e,0.5578699303411946,2.066666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2375.0,15.0,12.295800295265265,16.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
3657,client_08a6a72ff48e62c0,content_4b5352e27805f700,0.5577757281122704,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4613.0,20.0,5.00099489852242,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3658,client_86ebc2f12c01f586,content_de0fb2864f606865,0.55771932000041,1.1333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1373.0,16.0,5.417801241444398,15.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3659,client_e00b29e582949543,content_4509209fe3b7e08f,0.5577161570229054,0.8666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2729.0,15.0,4.090274320653453,12.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3660,client_e5c2aa26a8598242,content_5e814096827c38b7,0.5577064942111136,1.5666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2060.0,10.0,8.53683116002328,15.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3661,client_23a62021009f63c4,content_79e1a8f6369991b7,0.5576935344400553,2.6,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2933.0,22.0,25.475518546895547,53.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
3662,client_e547b89c05043229,content_04dbe7faf31c17de,0.5576925188429522,1.5,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,818.0,19.0,7.194109348958718,15.0,HIGH_MODEL_DECLINE_RISK
3663,client_20259bd6705d81d4,content_1442201c47a03ec4,0.5576837685720659,1.3333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1607.0,32.0,9.026271256431297,37.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20
3664,client_86ebc2f12c01f586,content_98b9cfe6fea4174f,0.5576804591428953,1.0666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6820.0,10.0,5.977231642611199,10.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3665,client_e5c2aa26a8598242,content_3586c8c0bf5fb3c8,0.5576795380275869,1.2307692307692308,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1548.0,10.0,8.490915647228396,14.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3666,client_0fa64a184f18a4a0,content_de0d9613eebdaa3e,0.5576492813540352,1.1666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2000.0,11.0,6.631203732143825,14.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3667,client_62f4a7e64f5e0096,content_ea136ccb0ec7164e,0.5576447915198087,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7050.0,17.0,6.626616954434465,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3668,client_62f4a7e64f5e0096,content_df4f7d0febb82145,0.5575947359862974,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8960.0,26.0,3.3443518850396035,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3669,client_65de48885f4ef01b,content_15b286a32f504f94,0.5575790023630588,2.433333333333333,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1275.0,17.0,26.903123143734987,43.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
3670,client_3f0ce4d44fe94f3d,content_19cff07316422d90,0.5575184459752486,1.8666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2710.0,12.0,10.81804753704854,16.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
3671,client_a80fca3f171ed1de,content_743f1d561b244dc6,0.5574298322865006,1.2,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2882.0,14.0,3.0436022112146284,7.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3672,client_20259bd6705d81d4,content_342b8ab2bfcbc399,0.5573950468943357,1.6333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3767.0,13.0,9.433663740706326,17.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
3673,client_23a62021009f63c4,content_808e90bb628c5bff,0.5573793233874154,2.6333333333333333,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4012.0,22.0,28.8104265426478,98.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
3674,client_62f4a7e64f5e0096,content_85550efb3020ef8d,0.5573281006134839,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2189.0,22.0,3.7764669921264593,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3675,client_62f4a7e64f5e0096,content_ac5c4a628ebfb3a4,0.5573134310569312,1.0333333333333334,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,12671.0,19.0,5.957884845631321,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3676,client_73cda7b4e4f265ea,content_176be25f5c746a62,0.5573056327638656,0.8333333333333334,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3878.0,14.0,3.934080149667918,11.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3677,client_73cda7b4e4f265ea,content_14f62a962bb0334a,0.5573019208538208,1.3,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4630.0,11.0,6.492039510475077,10.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3678,client_62f4a7e64f5e0096,content_e3571bdb52cf459d,0.5573009757552775,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,26143.0,19.0,6.26616961612437,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3679,client_23a62021009f63c4,content_3932a0fb6d3e4fec,0.5572997377344531,2.466666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,12798.0,17.0,19.020568488372078,52.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
3680,client_62f4a7e64f5e0096,content_33fa85b7a519bbc0,0.5572718915089271,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11665.0,22.0,4.81716876477816,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
3681,client_08a6a72ff48e62c0,content_1ca20a7d0d70762f,0.5572614238474525,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4757.0,20.0,4.756836076236113,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
